,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
2,ACN,MRY,2016-12-31,2016-08-31,2016-08-31,2019-03-28,-1661720000,20609004000,18985426000,11976222000,8632782000,1.833,12.137,-492346000,4905609000,4905609000,24520234000,4349603000,1.349,1.644,27230000,2773000,24457000,27230000,3119540000,729052000,0,0.019,2.2,5382119000,6111171000,0.176,6111171000,5382119000,5365861000,6.58,6.45,6.58,7555262000,6848668250,7555262000,92802651140,17,15.186,4175054000,6.682,1.0,10277427000,0.295,3609437000,16258000,3242264000,3571577000,0,201508000,2875000,198633000,12419628000,8878924000,3540704000,96271656140,544843000,-118004000,-2013632000,-1059000,-1438138000,-3489218000,-610350000,0,4667400000,-22989000,4111892000,4111892000,4111892000,0,237711000,0.118,5466982000,4810445000,1280821000,0.334,12.742,23.413,17.477,956542000,0,115.0,2.767,2.065,6290544000,7879960000,34797661000,34797661000,0,0.217,0.6,1.507,0.155,758176000,5466982000,1.0,837144836,624797820,667770274,55.694,16999567000,2077312000,1253969000,1683051000,27.308,3097298000
3,ACN,MRY,2015-12-31,2015-08-31,2015-08-31,2019-03-28,-1411972000,18202647000,17533243000,10700074000,7502573000,1.877,9.82,-389233000,4360766000,4360766000,23105185000,3273789000,1.26,1.884,27435000,1848000,25587000,27435000,2776072000,645923000,0,0.022,2.04,4204900000,4850823000,0.147,4850823000,4204900000,4190322000,4.87,4.76,4.87,6133725000,5879322750,6133725000,73663836990,18,15.186,3786930000,6.042,1.0,9809239000,0.298,2929833000,14578000,2448477000,2718548000,0,47475000,2448000,45027000,11555076000,8491006000,3064070000,77662807990,-560539000,-781151000,-1898840000,701000,-1353471000,-3286322000,-1170384000,0,4176163000,-279996000,3053581000,3053581000,3053581000,0,220208000,0.093,5373370000,4435869000,1151464000,0.419,12.662,25.433,19.357,801884000,0,94.27,2.36,1.795,5740925000,13470008000,32914424000,32914424000,0,0.174,0.519,1.547,0.128,680329000,5308988000,1.0,823833754,626799586,678757070,52.512,15272814000,2089928000,1136741000,1923626000,24.451,2209068000
4,ACN,MRY,2014-12-31,2014-08-31,2014-08-31,2019-03-28,-871948000,17930452000,16951495750,11904442000,6026010000,1.88,9.082,-316344000,4921305000,4921305000,22190212000,3175958000,1.459,2.032,26733000,330000,26403000,26733000,2892865000,620743000,0,0.023,1.86,4080862000,4701605000,0.148,4701605000,4080862000,4063241000,4.64,4.52,4.64,5732035000,5383953000,5732035000,61825024165,15,13.15,3169741000,4.998,1.0,9684466000,0.304,2395894000,17621000,2481907000,2712216750,0,69385000,2602000,66783000,11645115000,8158079000,3487036000,65847210165,-710580000,-740067000,-2000937000,543000,-1254916000,-3165416000,-1056411000,0,3486085000,25162000,2941498000,2941498000,2941498000,0,234460000,0.092,5383954000,4300512000,1064228000,0.401,11.488,22.386,17.47,793444000,0,81.06,2.066,1.613,5691373000,11758131000,31874678000,31874678000,0,0.174,0.546,1.505,0.128,671301000,5401969000,1.0,812326797,634216250,692389966,50.258,15534558000,1883925000,1121743000,2241742000,24.612,3746363000
5,ACN,MRY,2013-12-31,2013-08-31,2013-08-31,2019-03-28,-1052746000,16867049000,16539389250,11844178000,5022871000,1.838,7.723,-352227000,5631885000,5631885000,21010110000,3554519000,1.451,2.306,25600000,0,25600000,25600000,2748012000,593028000,0,0.022,1.62,4080688000,4673716000,0.154,4673716000,4080688000,4066653000,5.08,4.93,5.08,4960186000,5061008750,4960186000,51835303302,13,11.091,2950901000,4.571,1.0,9384175000,0.309,1818586000,14035000,1281188000,1511604000,0,46156000,2525000,43631000,11439220000,8160990000,3278230000,57773388302,-1008641000,-803988000,-2028540000,54000,-1121738000,-3065629000,-1156215000,0,3303128000,-89925000,3281878000,3281878000,3281878000,0,272641000,0.108,5045495000,4338680000,961851000,0.319,11.647,17.604,14.222,779675000,0,72.25,1.901,1.535,4865021000,10069844000,30394285000,30394285000,0,0.198,0.648,2.7,0.134,615878000,5317537000,1.0,799631672,645536995,713340470,47.084,15048463000,1813484000,784775000,1998348000,23.429,3683188000
6,ACN,MRY,2012-12-31,2012-08-31,2012-08-31,2019-03-28,-678148000,16665415000,15825067750,12587931000,4077484000,1.882,6.519,-365997000,6640526000,6640526000,20790284000,2824933000,1.552,2.904,33000,11000,22000,33000,2828816000,593545000,0,0.022,1.35,3647812000,4241357000,0.142,4241357000,3647812000,3632751000,3.97,3.84,3.97,4145833000,4121687500,4145833000,33480493689,9,7.894,3890855000,6.05,1.0,8987701000,0.302,1215383000,15061000,700334000,1173513000,0,30441000,2261000,28180000,12040987000,8109205000,3931782000,39103722689,939448000,-174383000,-1644454000,-6268000,-950857000,-2558855000,-535385000,4995000,4256852000,-223164000,2553510000,2553510000,2553510000,0,271423000,0.086,5116153000,3871548000,903847000,0.34,9.432,15.314,15.516,779494000,0,61.6,1.313,1.33,4492862000,7904242000,29777985000,29777985000,0,0.161,0.62,3.108,0.123,538086000,5114462000,1.0,634800693,643132601,727386654,46.301,15450032000,1494497000,1079241000,2296199000,24.292,4478726000
7,ACN,MRY,2011-12-31,2011-08-31,2011-08-31,2019-03-28,-134380000,15731510000,14349506500,11471183000,4260327000,1.906,5.991,-396959000,5701078000,5701078000,18966195000,2553240000,1.451,2.934,4419000,4419000,0,4419000,2772710000,513256000,0,0.017,0.9,3251459000,3764715000,0.138,3764715000,3251459000,3236459000,3.53,3.39,3.53,3878951000,3523764250,3878951000,29282557960,9,7.778,3044780000,4.716,1.0,8386719000,0.307,1131991000,15000000,996271000,1323889250,0,45294000,4929000,40365000,11380638000,7906589000,3474049000,34534620960,862786000,-306187000,-1614511000,-1608000,-643642000,-2121504000,-703387000,-241000,3441739000,245938000,2277677000,2277677000,2277677000,0,275563000,0.083,4916262000,3470457000,949250000,0.255,8.903,15.162,15.181,785231000,0,53.59,1.263,1.265,4670984000,6281517000,27352914000,27352914000,0,0.159,0.646,2.456,0.119,450137000,4914742000,1.0,644422858,645631170,743211312,42.366,14599519000,1312239000,958782000,2310523000,22.55,3564594000
0,ATVI,MRY,2018-12-31,2018-12-31,2018-12-31,2019-05-02,-601000000,17890000000,17739500000,6106000000,11784000000,0.423,14.892,-131000000,4225000000,4225000000,2517000000,1813000000,2.311,0.57,2671000000,0,2671000000,2671000000,1493000000,509000000,0,0.007,0.34,1948000000,2457000000,0.328,2457000000,1948000000,1877000000,2.38,2.35,2.38,11392000000,10554000000,11392000000,34897271937,18,14.203,1659000000,2.177,1.0,4983000000,0.664,10826000000,71000000,2868000000,3316250000,43000000,0,0,0,6498000000,2642000000,3856000000,35535271937,-491000000,0,99000000,-1765000000,-259000000,-2020000000,-230000000,-93000000,1790000000,-31000000,1813000000,1813000000,1813000000,0,0,0.242,2995000000,1988000000,253000000,0.143,3.119,19.6,19.567,282000000,0,46.57,4.738,4.732,1035000000,6593000000,7500000000,7500000000,1101000000,0.102,0.172,0.587,0.26,209000000,1894000000,1.0,763050718,762000000,771000000,9.843,7064000000,458000000,64000000,18000000,9.234,3464000000
1,ATVI,MRY,2017-12-31,2017-12-31,2017-12-31,2019-05-02,-638000000,18668000000,17528750000,6520000000,12148000000,0.4,12.499,-155000000,4713000000,4713000000,2501000000,273000000,1.78,0.973,4390000000,0,4390000000,4390000000,1929000000,888000000,0,0.005,0.3,1297000000,2185000000,0.311,2185000000,1297000000,1151000000,0.36,0.36,0.36,9462000000,9645000000,9462000000,48688217491,38,22.283,2058000000,2.729,1.0,4516000000,0.644,11322000000,146000000,3360000000,4089500000,46000000,0,0,0,9206000000,3663000000,5543000000,47876217491,1458000000,0,178000000,-510000000,-226000000,-624000000,-207000000,-55000000,2213000000,76000000,273000000,273000000,273000000,0,0,0.039,3207000000,1309000000,323000000,0.833,5.06,175.371,175.889,294000000,0,63.32,6.823,6.804,918000000,4916000000,7017000000,7017000000,1069000000,0.016,0.028,0.317,0.185,176000000,2138000000,1.0,756099455,754000000,766000000,9.306,7346000000,459000000,878000000,21000000,9.704,2857000000
2,ATVI,MRY,2016-12-31,2016-12-31,2016-12-31,2019-05-02,-629000000,17452000000,17435250000,4830000000,12622000000,0.379,12.273,-136000000,3245000000,3245000000,2394000000,966000000,1.819,0.914,4887000000,0,4887000000,4887000000,1628000000,829000000,0,0.007,0.26,1320000000,2149000000,0.325,2149000000,1320000000,1106000000,1.3,1.28,1.3,9119000000,8709750000,9119000000,29170434827,22,13.574,2019000000,2.728,1.0,4214000000,0.638,12092000000,214000000,4346000000,4748750000,49000000,0,0,0,8333000000,2656000000,5677000000,26837434827,-2130000000,-4586000000,106000000,711000000,-195000000,500000000,-4729000000,0,2155000000,-56000000,966000000,966000000,966000000,0,0,0.146,2802000000,1412000000,222000000,0.2,2.943,27.782,27.777,258000000,0,36.11,4.061,4.044,732000000,4869000000,6608000000,6608000000,958000000,0.055,0.111,0.278,0.2,147000000,1844000000,1.0,743213371,740000000,754000000,8.93,5360000000,283000000,140000000,44000000,7.214,2174000000
3,ATVI,MRY,2015-12-31,2015-12-31,2015-12-31,2019-05-02,-633000000,15246000000,14335000000,3387000000,11859000000,0.325,11.037,-111000000,1823000000,1823000000,1585000000,892000000,1.297,0.89,4074000000,0,4074000000,4074000000,1702000000,95000000,0,0.006,0.23,1319000000,1414000000,0.303,1414000000,1319000000,1121000000,1.21,1.19,1.21,8068000000,7774000000,8068000000,28017127221,21,19.814,1148000000,1.577,1.0,3079000000,0.66,7993000000,198000000,6893000000,4744000000,128000000,3561000000,0,3561000000,7178000000,2611000000,4567000000,28304127221,-3025000000,-46000000,106000000,-250000000,-170000000,-202000000,-3716000000,0,1259000000,-366000000,892000000,892000000,892000000,0,0,0.191,1760000000,1319000000,284000000,0.19,3.508,31.731,31.992,189000000,0,38.71,6.069,6.042,679000000,4096000000,4664000000,4664000000,646000000,0.062,0.115,0.278,0.283,92000000,1114000000,1.0,731183860,728000000,739000000,6.407,7253000000,275000000,229000000,10000000,9.922,776000000
4,ATVI,MRY,2014-12-31,2014-12-31,2014-12-31,2019-05-02,-303000000,14642000000,13846250000,6541000000,8101000000,0.318,10.018,-107000000,4848000000,4848000000,1525000000,835000000,2.41,1.024,4324000000,0,4324000000,4324000000,1797000000,90000000,0,0.01,0.2,1183000000,1273000000,0.289,1273000000,1183000000,981000000,1.14,1.13,1.14,7233000000,7080000000,7233000000,15005454641,13,11.787,1224000000,1.709,1.0,2883000000,0.654,8043000000,202000000,3361000000,3812250000,123000000,19000000,10000000,9000000,7409000000,2714000000,4695000000,14488454641,438000000,0,175000000,-375000000,-147000000,-413000000,-84000000,21000000,1331000000,-396000000,835000000,835000000,835000000,0,0,0.189,1700000000,1183000000,325000000,0.175,2.003,17.351,17.675,157000000,0,20.15,3.287,3.273,659000000,3374000000,4408000000,4408000000,571000000,0.06,0.118,0.31,0.268,104000000,1129000000,1.0,719030007,716000000,726000000,6.156,6599000000,264000000,146000000,10000000,9.14,3827000000
5,ATVI,MRY,2013-12-31,2013-12-31,2013-12-31,2019-05-02,68000000,14012000000,14302000000,6241000000,7771000000,0.32,6.467,-74000000,4410000000,4410000000,1531000000,1010000000,2.595,1.116,4693000000,25000000,4668000000,4693000000,1389000000,108000000,0,0.011,0.19,1372000000,1480000000,0.323,1480000000,1372000000,1319000000,0.96,0.95,0.96,6622000000,10557750000,6622000000,10166562331,7,6.869,1190000000,1.162,1.0,3052000000,0.666,7967000000,53000000,3923000000,1962250000,171000000,42000000,33000000,9000000,7390000000,2405000000,4985000000,12399562331,451000000,0,-5672000000,4685000000,-216000000,-1223000000,308000000,376000000,1264000000,102000000,1010000000,1010000000,1010000000,0,0,0.22,1680000000,1372000000,355000000,0.198,1.872,12.277,18.573,138000000,0,17.83,2.706,3.984,510000000,2686000000,4583000000,4583000000,584000000,0.071,0.096,0.699,0.299,79000000,1096000000,1.0,695432548,1024000000,1035000000,4.476,6045000000,321000000,309000000,66000000,5.903,3836000000
6,ATVI,MRY,2012-12-31,2012-12-31,2012-12-31,2019-05-02,-26000000,14200000000,12903000000,6274000000,7926000000,0.376,10.205,-73000000,3959000000,3959000000,1662000000,1149000000,2.366,0.255,0,0,0,0,1657000000,120000000,0,0.017,0.18,1451000000,1571000000,0.324,1571000000,1451000000,1458000000,1.01,1.01,1.01,11317000000,10812500000,11317000000,8907925539,6,5.67,1272000000,1.144,1.0,3194000000,0.658,7941000000,-7000000,-352000000,-65500000,209000000,424000000,416000000,8000000,2883000000,2652000000,231000000,11816925539,794000000,0,-282000000,0,-204000000,-497000000,-124000000,-49000000,1345000000,70000000,1149000000,1149000000,1149000000,0,0,0.237,1743000000,1451000000,343000000,0.178,1.044,10.285,10.515,141000000,0,10.62,2.433,2.432,707000000,1893000000,4856000000,4856000000,604000000,0.089,0.106,-22.153,0.299,121000000,1139000000,1.0,1112704853,1112000000,1118000000,4.367,6259000000,487000000,309000000,25000000,5.644,3622000000
7,ATVI,MRY,2011-12-31,2011-12-31,2011-12-31,2019-05-02,-72000000,13277000000,12434750000,5380000000,7897000000,0.382,9.212,-72000000,3165000000,3165000000,1772000000,1085000000,2.105,0.265,0,0,0,0,1472000000,148000000,0,0.013,0.165,1328000000,1476000000,0.31,1476000000,1328000000,1331000000,0.93,0.92,0.93,10492000000,10441250000,10492000000,11627786766,9,7.878,880000000,0.767,1.0,2983000000,0.627,7865000000,-3000000,-309000000,76000000,144000000,376000000,360000000,16000000,2785000000,2556000000,229000000,14096786766,353000000,-3000000,-623000000,0,-194000000,-808000000,266000000,333000000,952000000,-57000000,1085000000,1085000000,1085000000,0,0,0.228,1655000000,1328000000,390000000,0.177,1.344,12.992,13.247,163000000,0,12.32,2.965,2.974,649000000,948000000,4755000000,4755000000,629000000,0.087,0.104,17.474,0.279,79000000,1001000000,1.0,1144219705,1148000000,1156000000,4.142,5412000000,507000000,246000000,55000000,4.752,2824000000
0,AYI,MRY,2018-12-31,2018-08-31,2018-08-31,2019-04-03,-114800000,2988800000,2895775000,1211100000,1777700000,1.271,42.92,-43600000,129100000,129100000,2193300000,349600000,1.774,0.741,356800000,400000,356400000,356800000,0,80300000,0,0.003,0.52,459400000,539700000,0.147,539700000,459400000,425900000,8.54,8.52,8.54,1716800000,1669775000,1716800000,6404967555,14,11.868,309600000,7.57,1.0,1486800000,0.404,1469300000,33500000,1064500000,1007600000,411800000,0,0,0,1272000000,682700000,589300000,6141267555,-182000000,-162100000,-296700000,-400000,-21400000,-326700000,-205700000,0,353200000,-2800000,349600000,349600000,349600000,0,0,0.095,1032200000,454600000,451100000,0.061,3.577,17.567,17.897,286700000,0,152.84,1.669,1.699,637900000,1999200000,3680100000,3680100000,0,0.121,0.209,0.456,0.125,32300000,1026600000,1.0,40181023,40900000,41000000,89.978,1519500000,2900000,76300000,92500000,37.987,528400000
1,AYI,MRY,2017-12-31,2017-08-31,2017-08-31,2019-04-03,-99700000,2899600000,2898150000,1245600000,1654000000,1.209,39.752,-61800000,311100000,311100000,2023900000,321700000,2.073,0.741,356900000,400000,356500000,356900000,0,74600000,0,0.003,0.52,525100000,599700000,0.171,599700000,525100000,492600000,7.46,7.43,7.46,1665600000,1683925000,1665600000,7608674153,14,12.687,274800000,6.376,1.0,1481200000,0.423,1349700000,32500000,994800000,990375000,328600000,0,0,0,1234000000,600900000,633100000,7441674153,-102100000,0,-354900000,1000000,-22700000,-391800000,-48800000,13200000,336600000,1900000,321700000,321700000,321700000,0,0,0.092,962400000,518800000,395100000,0.07,4.468,23.132,23.698,287700000,0,176.79,2.123,2.174,573300000,1659900000,3505100000,3505100000,0,0.111,0.191,0.53,0.15,32000000,951100000,1.0,42093298,43100000,43300000,81.325,1549900000,3400000,170900000,108200000,36.99,644700000
2,AYI,MRY,2016-12-31,2016-08-31,2016-08-31,2019-04-03,-139400000,2948000000,2714325000,1322900000,1625100000,1.213,37.895,-81500000,413200000,413200000,1855100000,290800000,1.967,0.776,355200000,200000,355000000,355200000,0,62600000,0,0.002,0.52,476800000,539400000,0.164,539400000,476800000,444600000,6.67,6.63,6.67,1659800000,1544000000,1659800000,12091612899,25,22.417,306400000,7.044,1.0,1436200000,0.436,1329200000,32200000,888300000,854975000,295200000,0,0,0,1288200000,672500000,615700000,12074212899,-343600000,-623200000,14200000,2500000,-22900000,-22800000,-704700000,0,387900000,-4000000,290800000,290800000,290800000,0,0,0.088,961000000,475200000,401000000,0.078,7.274,41.521,41.247,267800000,0,275.12,3.669,3.636,572800000,1360900000,3291300000,3291300000,0,0.107,0.188,0.558,0.145,27700000,946000000,1.0,43887078,43500000,43800000,75.662,1618800000,5100000,153800000,74600000,36.959,650400000
3,AYI,MRY,2015-12-31,2015-08-31,2015-08-31,2019-04-03,-110400000,2407000000,2289750000,1413400000,993600000,1.182,31.555,-55200000,756800000,756800000,1561100000,222100000,2.713,0.77,352400000,0,352400000,352400000,0,45800000,0,0.003,0.52,375100000,420900000,0.156,420900000,375100000,343600000,5.13,5.09,5.13,1360000000,1284000000,1360000000,8186676309,22,19.45,233700000,5.422,1.0,1145600000,0.423,788400000,31500000,693300000,730300000,224800000,0,0,0,1047000000,520900000,526100000,8485076309,204300000,-14600000,11600000,0,-22700000,-3900000,-72400000,0,288900000,-8300000,222100000,222100000,222100000,0,0,0.082,769300000,376300000,311100000,0.101,6.239,38.204,37.986,174600000,0,194.87,3.135,3.103,411700000,1093000000,2706700000,2706700000,0,0.097,0.173,0.514,0.139,600000,756900000,1.0,43542240,43100000,43400000,62.8,1618600000,3500000,121500000,31700000,37.555,892500000
4,AYI,MRY,2014-12-31,2014-08-31,2014-08-31,2019-04-03,-71900000,2166400000,2038675000,1186400000,980000000,1.174,26.995,-34300000,552500000,552500000,1414300000,175800000,2.522,0.862,351900000,0,351900000,351900000,0,43400000,0,0.004,0.52,297800000,341200000,0.143,341200000,297800000,265700000,4.07,4.05,4.07,1163500000,1101825000,1163500000,5239731833,18,15.357,198800000,4.645,1.0,979200000,0.409,801000000,32100000,694300000,718250000,212000000,0,0,0,1002900000,470500000,532400000,5353431833,193400000,0,8400000,0,-22500000,-6300000,-34300000,0,233100000,900000,175800000,175800000,175800000,0,0,0.073,680100000,299100000,287400000,0.128,4.601,30.452,30.437,152500000,0,123.88,2.237,2.215,373400000,893600000,2393500000,2393500000,0,0.086,0.16,0.415,0.124,7300000,680300000,1.0,43214658,42800000,43000000,55.923,1365400000,24500000,89900000,58400000,31.68,715900000
